name,AB_IG,HT_IG,Ibk_IG,J48_IG,Jrip_IG,Log_IG,MLP_IG,NB_IG,REP_IG,RF_IG,SGD_IG,SVM_IG
fri_c1_500_50.arff,0.8814326,0.6691642,0.559713,0.8072525,0.8534107,0.6648403,0.6623606,0.6694871,0.8705957,0.9036343,0.602781,0.6195335
fri_c2_100_10.arff,0.8295833,0.7853333,0.6241667,0.7445833,0.7314999,0.7765,0.8061667,0.7853333,0.7285834,0.8726666,0.7025,0.7083334
fri_c2_100_25.arff,0.8096665,0.8021666,0.5424999,0.7600832,0.8331667,0.6628334,0.7116666,0.8021666,0.8104167,0.9136667,0.7016666,0.7225
fri_c2_100_5.arff,0.8208333,0.7499999,0.7791666,0.7562499,0.74375,0.7083332,0.7375001,0.7499999,0.7229165,0.8979167,0.7583335,0.7500001
fri_c2_100_50.arff,0.88575,0.7803332,0.6158333,0.8090833,0.8305001,0.6080833,0.656,0.7844999,0.7966667,0.9480833,0.6291667,0.5983333
fri_c2_1000_10.arff,0.9135057,0.7437191,0.7434729,0.8995073,0.8930625,0.7848113,0.7295772,0.7401888,0.909339,0.975123,0.7332512,0.7537767
fri_c2_1000_25.arff,0.9158,0.7392662,0.617853,0.8417726,0.8901824,0.7574515,0.735245,0.7388796,0.9106389,0.9596627,0.6880445,0.7262386
fri_c2_1000_5.arff,0.9339382,0.7701919,0.8828474,0.9079983,0.9033649,0.7953222,0.7557542,0.7701916,0.9235601,0.9815593,0.7690991,0.7822906
fri_c2_1000_50.arff,0.9070842,0.7497171,0.5606379,0.8461502,0.8776334,0.7592624,0.7414613,0.7517303,0.8763183,0.9354705,0.6721074,0.6925043
fri_c2_250_10.arff,0.9438611,0.8331111,0.7763888,0.8665278,0.8741666,0.8240554,0.8187221,0.8331111,0.9090415,0.9585001,0.786597,0.8029166
fri_c2_250_25.arff,0.9024891,0.687013,0.5457585,0.7934566,0.7853356,0.7288796,0.6922411,0.7244006,0.7903597,0.9251539,0.6789336,0.6650809
fri_c2_250_5.arff,0.8987012,0.7493507,0.8142859,0.8665584,0.8347403,0.77013,0.7353896,0.7487013,0.8087663,0.9694804,0.7470779,0.7805195
fri_c2_250_50.arff,0.8416085,0.7188813,0.5333291,0.7831502,0.794722,0.7377372,0.6897021,0.7312605,0.8264527,0.90805,0.660194,0.6931026
fri_c2_500_10.arff,0.9310477,0.7476881,0.7068462,0.9327232,0.9039072,0.7546723,0.741746,0.7486733,0.9104149,0.9766796,0.7601582,0.7925715
fri_c2_500_25.arff,0.8917351,0.6635478,0.5776528,0.8178455,0.8282399,0.665893,0.6815228,0.6781607,0.8435015,0.9346407,0.5671095,0.5853226
fri_c2_500_5.arff,0.9086077,0.7452683,0.8757839,0.8877808,0.8784064,0.7708128,0.7290166,0.743788,0.896126,0.9689211,0.7084238,0.7344335
fri_c2_500_50.arff,0.9148257,0.7703079,0.5514286,0.853261,0.8621396,0.7598449,0.7692446,0.777303,0.8689975,0.9341325,0.663986,0.7176436
fri_c3_100_10.arff,0.6791667,0.4916667,0.5666667,0.8062499,0.7375001,0.6374999,0.6874997,0.6250001,0.7833333,0.8770833,0.5041668,0.5250001
fri_c3_100_25.arff,0.6434167,0.4469999,0.5691666,0.54175,0.6085,0.5483333,0.4661667,0.5204999,0.6248333,0.7501666,0.5608334,0.5966667
fri_c3_100_5.arff,0.8805,0.6658335,0.7916667,0.7653333,0.7355834,0.765,0.6945,0.6618335,0.671,0.9175,0.6483333,0.6708333
fri_c3_100_50.arff,0.8422618,0.525,0.5755952,0.6595239,0.7830358,0.5199405,0.4892857,0.5916666,0.6964286,0.7815476,0.494643,0.4392859
fri_c3_1000_10.arff,0.9143263,0.7036123,0.7215909,0.8827112,0.8822645,0.7209009,0.7211852,0.7099027,0.9037946,0.9711647,0.663961,0.6557629
fri_c3_1000_25.arff,0.9119924,0.7205044,0.5487535,0.882172,0.8853528,0.7258601,0.7134907,0.7236631,0.8989513,0.9656251,0.6493777,0.6586687
fri_c3_1000_5.arff,0.8890814,0.7183743,0.882923,0.8900814,0.8810761,0.7163946,0.6782995,0.7191972,0.8920314,0.973765,0.6438854,0.6363338
fri_c3_1000_50.arff,0.9019704,0.7186501,0.5839143,0.8362988,0.8804836,0.7287276,0.6824651,0.7169343,0.8963737,0.941594,0.650698,0.6663095
fri_c3_250_10.arff,0.9443847,0.6446595,0.642778,0.8661379,0.8716326,0.7034798,0.6430902,0.6707543,0.8459749,0.9699674,0.6338577,0.5953714
fri_c3_250_25.arff,0.915955,0.6834582,0.5917,0.7859517,0.8129288,0.686064,0.6727439,0.6828089,0.7744173,0.924463,0.6658423,0.6390442
fri_c3_250_5.arff,0.8802596,0.7264242,0.8374675,0.808632,0.8420824,0.7527446,0.6664936,0.7179827,0.8284676,0.9657877,0.652619,0.6631602
fri_c3_250_50.arff,0.9129697,0.5731603,0.4962556,0.8395541,0.8006709,0.611013,0.5862512,0.6277057,0.8289004,0.8944155,0.5779222,0.5640259
fri_c3_500_10.arff,0.8842259,0.660196,0.6667672,0.8454283,0.8613969,0.6981416,0.6696852,0.6730142,0.8383825,0.968194,0.6389957,0.6349502
fri_c3_500_25.arff,0.9013798,0.6767859,0.5849026,0.858685,0.8583605,0.6873376,0.6313312,0.681169,0.8409902,0.9469969,0.6357142,0.6095779
fri_c3_500_5.arff,0.8643279,0.666496,0.8622142,0.8594636,0.82754,0.7152778,0.6946381,0.6644935,0.8451606,0.9638703,0.66272,0.6377965
fri_c3_500_50.arff,0.8741753,0.6653324,0.5214844,0.8241435,0.8068976,0.6791667,0.6297656,0.6762109,0.8318956,0.9130831,0.6028325,0.6326241
fri_c4_100_10.arff,0.8449167,0.7166667,0.615,0.72325,0.747,0.7053334,0.6483333,0.7126667,0.7344166,0.9188333,0.6158333,0.5958333
fri_c4_100_100.arff,0.8324166,0.6745001,0.4966667,0.6725,0.7281666,0.4940833,0.606,0.6745001,0.8105833,0.7542501,0.5558333,0.5383333
fri_c4_100_25.arff,0.8019167,0.7718333,0.6233333,0.7439166,0.7305,0.68,0.6958333,0.7718333,0.7517501,0.9101666,0.6816667,0.6733334
fri_c4_100_50.arff,0.8698334,0.4571666,0.5574999,0.7249166,0.72475,0.3769168,0.4554999,0.4913333,0.7830834,0.7425,0.4666667,0.475
fri_c4_1000_10.arff,0.9043629,0.7050933,0.7271104,0.8565951,0.8634945,0.7156656,0.6804993,0.7062096,0.8813515,0.9652191,0.6442371,0.6345781
fri_c4_1000_100.arff,0.9268971,0.6955557,0.5261906,0.8544724,0.8760023,0.6920281,0.6520864,0.6859105,0.8994158,0.9120789,0.6256549,0.6318959
fri_c4_1000_25.arff,0.9044317,0.6742992,0.5799524,0.8674684,0.8732937,0.6795873,0.6652651,0.6775158,0.8897214,0.9526968,0.6287322,0.6273035
fri_c4_1000_50.arff,0.8680194,0.6985593,0.5375,0.8315546,0.8775568,0.7112825,0.6510755,0.7063312,0.8742289,0.9317776,0.6091719,0.6186689
fri_c4_250_10.arff,0.8637487,0.5774308,0.6872919,0.7809981,0.7806235,0.6728439,0.6478438,0.6907344,0.7925866,0.9273769,0.6436231,0.634911
fri_c4_250_100.arff,0.8902596,0.6402597,0.6009739,0.790909,0.7853896,0.6045455,0.6311689,0.6844156,0.7659093,0.8516235,0.6058441,0.552922
fri_c4_250_25.arff,0.8721945,0.6856477,0.6309233,0.8865924,0.822511,0.6662921,0.6287421,0.7197052,0.8182402,0.9211037,0.5980729,0.6021938
fri_c4_250_50.arff,0.8732517,0.5730437,0.5346194,0.7867217,0.7856478,0.6287629,0.5996088,0.6515402,0.7647311,0.8672661,0.5948219,0.5920038
fri_c4_500_10.arff,0.8920225,0.6784676,0.7653116,0.7954768,0.8584856,0.7107797,0.6918279,0.6802391,0.8530582,0.9597513,0.6646768,0.6538795
fri_c4_500_100.arff,0.9012288,0.6922638,0.5128152,0.8278521,0.8390076,0.6592534,0.6783736,0.6901516,0.8623414,0.8594855,0.596242,0.6186595
fri_c4_500_25.arff,0.91609,0.7106583,0.6200739,0.86115,0.8671136,0.7197753,0.6505272,0.7160322,0.886347,0.9526113,0.6437267,0.6263285
fri_c4_500_50.arff,0.8936545,0.6633889,0.5199577,0.8128968,0.8315384,0.6949825,0.66478,0.6649906,0.8606292,0.9149093,0.622329,0.6342733
fried.arff,0.9185733,0.9482455,0.8246139,0.9109849,0.9234543,0.9159891,0.911726,0.9453622,0.9453298,0.9807494,0.8340704,0.8388001
fruitfly.arff,0.4479018,0.5,0.4958928,0.52125,0.5082143,0.5787499,0.5377679,0.4019643,0.5114285,0.5291072,0.49375,0.5
gina_agnostic.arff,0.8789031,0.8205947,0.8246928,0.8613575,0.9108236,0.8033539,0.8889714,0.8246932,0.9052537,0.980958,0.803397,0.8372851
gina_prior.arff,0.875223,0.8425239,0.9625666,0.8707924,0.9104578,0.8847164,0.890399,0.832891,0.9042817,0.9856071,0.8455189,0.8611951
glass.arff,0.8072018,0.5,0.76614,0.737863,0.7299402,0.7091542,0.6165523,0.7202512,0.6721889,0.8943387,0.5017857,0.5026786
haberman.arff,0.6787715,0.6133153,0.5766896,0.5679801,0.6295317,0.6697794,0.6400337,0.6734191,0.5584678,0.6515836,0.5169961,0.5078804
hayes-roth.arff,0.8430556,0.7198611,0.8638195,0.7809027,0.7964583,0.7840278,0.8031944,0.7973611,0.7613194,0.8925,0.7658333,0.6398611
heart-c.arff,0.8895361,0.9059409,0.7596739,0.7752484,0.7821066,0.9086074,0.906861,0.9044906,0.8254727,0.9035651,0.8343163,0.8325063
heart-statlog.arff,0.886389,0.906111,0.75,0.7494445,0.7950001,0.9111111,0.8855556,0.9005557,0.7955556,0.9000001,0.8266668,0.8366668
hepatitis.arff,0.8777512,0.7980769,0.663782,0.6965544,0.6553685,0.8092414,0.7790065,0.859188,0.5458333,0.8774038,0.7432694,0.7512822
hip.arff,0.8555556,0.8222223,0.5416667,0.6583333,0.6166666,0.8666667,0.9111112,0.8333334,0.55,0.8666667,0.8416666,0.8
house_16H.arff,0.8937907,0.8268753,0.779805,0.8541541,0.8379342,0.8863311,0.8893774,0.8455615,0.9041453,0.9516247,0.7734401,0.7603236
house_8L.arff,0.915095,0.8514488,0.7716583,0.8983813,0.8431532,0.8867198,0.8880275,0.8676821,0.912346,0.9463128,0.7799774,0.7608159
houses.arff,0.9963474,0.9929833,0.9694227,0.9919893,0.9857409,0.9949164,0.9926138,0.991994,0.9958059,0.9989935,0.961532,0.9606006
housing.arff,0.9186544,0.8469021,0.8315066,0.8656808,0.8820466,0.9353887,0.9291678,0.8671401,0.879486,0.9468388,0.8556689,0.8524014
humandevel.arff,0.9464286,0.9547618,0.8928571,0.8928572,0.8928572,0.9547618,0.9547618,0.9547618,0.5,0.9535713,0.875,0.875
hungarian.arff,0.8915392,0.8991069,0.74874,0.7658213,0.7690244,0.9097076,0.8997555,0.8990377,0.8294472,0.8838545,0.8057576,0.7966266
hutsof99_child_witness.arff,0.7166667,0.8,0.6916666,0.7208333,0.725,0.8916667,0.8,0.8,0.5416666,0.7791667,0.7166666,0.6999999
hutsof99_logis.arff,0.7749999,0.8416666,0.6708333,0.6375,0.7291666,0.7666666,0.7499999,0.8416666,0.65,0.75,0.6458332,0.6999999
hypothyroid.arff,0.9941382,0.9886055,0.6761353,0.9892537,0.9863462,0.9730831,0.9230461,0.9193266,0.9893132,0.9990407,0.6793391,0.5750864
ionosphere.arff,0.9526274,0.9374099,0.8231581,0.8821704,0.8975143,0.8710955,0.8368172,0.9370323,0.8977727,0.9797998,0.8438915,0.8541604
iris.arff,1,1,1,0.99,0.99,1,1,1,1,1,1,1
irish.arff,1,1,1,1,1,1,1,1,1,1,0.574,1
jEdit_4.0_4.2.arff,0.7968407,0.7277865,0.6881083,0.7132849,0.762971,0.8089482,0.7882261,0.7283164,0.8050822,0.8210557,0.7153847,0.6722527
jEdit_4.2_4.3.arff,0.5826413,0.6391352,0.6639899,0.6009447,0.7032342,0.6740177,0.6714942,0.6631549,0.6928306,0.7481504,0.6269905,0.6335328
jm1.arff,0.7104264,0.5412486,0.6382877,0.6523827,0.557173,0.7137139,0.7022518,0.6903916,0.7099178,0.7544196,0.5039932,0.5019026
kc1.arff,0.7827487,0.5,0.7351205,0.6788669,0.5812935,0.7979179,0.7965776,0.7921514,0.7514002,0.8253968,0.5391182,0.5165061
kc1-binary.arff,0.7482638,0.8077546,0.7092593,0.7386575,0.6981483,0.7236111,0.8027778,0.8006946,0.7447917,0.8155093,0.7798611,0.7965277
kc1-top5.arff,0.6478022,0.4,0.5604395,0.5736264,0.489011,0.5928572,0.7412088,0.7170328,0.4107143,0.7450548,0.5423076,0.4461538
kc3.arff,0.7801262,0.5,0.7363356,0.515164,0.5847837,0.7846603,0.7690737,0.8207927,0.5429268,0.8511688,0.5314286,0.510119
kdd_el_nino-small.arff,0.9428836,0.9447366,0.851823,0.9598598,0.939866,0.9819283,0.9789972,0.9800286,0.9759203,0.9928071,0.9481165,0.915623
kdd_internet_usage.arff,0.9354545,0.9163123,0.821995,0.929781,0.8557831,0.9297069,0.8839343,0.9204861,0.9211277,0.9388311,0.8445914,0.8610497
kdd_ipums_la_97-small.arff,0.9895453,0.7712981,0.9340805,0.9698314,0.9698314,0.9839361,0.7911692,0.9494391,0.9711583,0.9798926,0.9675424,0.9802132
kdd_ipums_la_98-small.arff,1,1,0.911712,0.9941735,0.986105,0.9813258,1,0.3966274,0.9905866,0.9974614,0.9861146,0.9955186
kdd_synthetic_control.arff,1,1,1,0.9835,0.983,1,1,1,0.5,1,1,1
kidney.arff,0.8510417,0.775,0.7125,0.7916667,0.6166666,0.7645833,0.6687499,0.7833333,0.6770833,0.8791667,0.7375,0.5333333
kin8nm.arff,0.799049,0.7956665,0.810803,0.8174077,0.8147483,0.8143219,0.8082858,0.819402,0.8382819,0.934647,0.7309677,0.7351935
kr-vs-kp.arff,0.9549688,0.9835166,0.9894608,0.9987706,0.9954084,0.995843,0.9868126,0.952024,0.9979625,0.9991368,0.9700972,0.95417
labor.arff,0.9125,0.8791667,0.825,0.7333333,0.675,0.975,0.925,0.9875,0.70625,0.9583333,0.9,0.875
letter.arff,0.9559368,0.9304391,0.9903124,0.9786164,0.9582639,0.966118,0.9276408,0.9430128,0.9879316,0.9998803,0.7405056,0.6542545
leukemia.arff,0.9833334,0.9833333,0.8299999,0.8558333,0.8283333,0.98,0.86,0.9733333,0.86,0.9916667,0.91,0.9833333
lowbwt.arff,0.8498148,0.8706172,0.7532716,0.8266667,0.8322221,0.8518518,0.8722221,0.8661727,0.8322838,0.8777777,0.8038888,0.8138888
lung-cancer.arff,0.675,0.65,0.4,0.6833333,0.6583333,0.675,0.55,0.75,0.6833333,0.6666667,0.45,0.5
lupus.arff,0.7730556,0.7911111,0.6725001,0.7158333,0.6725001,0.8517856,0.8522222,0.8044444,0.7425,0.7377777,0.73,0.74
lymph.arff,0.9093254,0.8943452,0.8354002,0.8483962,0.8208332,0.9583333,0.9098215,0.9069114,0.8019842,0.9416336,0.8280753,0.8741071
lymphoma_2classes.arff,0.9333333,0.9458333,0.7333332,0.8083334,0.6833333,0.9688056,0.975,0.9458333,0.7666666,0.975,0.825,0.9666667
machine_cpu.arff,0.9793056,0.9653334,0.9198889,0.91125,0.872986,0.9183741,0.9776945,0.9676945,0.9123471,0.9781945,0.9135417,0.8633334
MagicTelescope.arff,0.9999253,0.9998427,0.9810145,0.9999594,0.9999253,0.9999997,0.9999986,0.985029,0.9999253,1,0.9956501,0.9913435
mammography.arff,0.9204147,0.8544377,0.7494915,0.8435821,0.7808015,0.9183741,0.9197076,0.9186955,0.8619318,0.9416642,0.6510533,0.5614471
mbagrade.arff,0.6722223,0.7444445,0.6333331,0.5694445,0.6000001,0.7458334,0.7458334,0.7611112,0.5381944,0.6694445,0.5916668,0.6333335
mc1.arff,0.9315956,0.8219078,0.9435449,0.7891226,0.6681659,0.8960464,0.9003886,0.9106358,0.7817024,0.9385507,0.5,0.5
mc2.arff,0.6148483,0.7133334,0.5972727,0.6254544,0.5689393,0.7183333,0.6774242,0.7113637,0.5793181,0.6956817,0.6204543,0.580606
meta.arff,0.8389228,0.5,0.7884308,0.5,0.6153988,0.845709,0.8810991,0.7975,0.5328014,0.9197251,0.7100976,0.6461392
mfeat-factors.arff,0.9973332,0.973014,0.9905693,0.9690554,0.9640972,0.9965,0.9999444,0.972764,0.9707222,0.9994722,0.9925,0.9925
mfeat-karhunen.arff,0.9786945,0.98475,0.9878194,0.9187638,0.9320416,0.9907499,0.9978889,0.9847778,0.9356389,0.9975972,0.9749998,0.9763888
mfeat-morphological.arff,0.9990139,0.9932223,0.9928333,0.9932223,0.9894444,0.9998888,0.9998611,0.9864167,0.9852084,0.9971666,0.9925,0.9925
mfeat-pixel.arff,0.9935971,0.98275,0.9874722,0.9763889,0.9630555,0.8513611,0.6204584,0.98275,0.986389,0.9975277,0.9761111,0.9763889
mfeat-zernike.arff,0.9918056,0.9846668,0.9862082,0.9476529,0.9364723,0.9941805,0.9966943,0.984639,0.9575695,0.9953472,0.9838888,0.9813888
molecular-biology_promoters.arff,0.6916668,0.5041667,0.5714286,0.3803571,0.503869,0.5970238,0.6565477,0.6791668,0.5,0.6684523,0.5696429,0.5625
monks-problems-1.arff,0.3735488,0.5,0.077381,0.4485595,0.4639208,0.3741168,0.4615804,0.3760778,0.4816731,0.0774087,0.4339377,0.4431286
monks-problems-2.arff,0.4134748,0.4599999,0.5595699,0.6495574,0.5370088,0.4081972,0.5093154,0.4170733,0.5161972,0.5104516,0.4810753,0.4743011
monks-problems-3.arff,0.3949428,0.4671415,0.1020834,0.4099797,0.4162155,0.3976616,0.4301612,0.388974,0.4756378,0.0983655,0.4007938,0.4631613
mozilla4.arff,0.9401222,0.9324034,0.8777353,0.9536611,0.9152674,0.886951,0.9189408,0.8297639,0.9584286,0.9835057,0.8377232,0.83788
mu284.arff,0.9964286,0.9635714,0.9576192,0.9964286,0.9964286,1,1,0.9560204,0.9964286,1,0.9752382,0.9788096
mushroom.arff,0.995492,0.9976679,1,1,1,1,0.9911031,0.9980964,0.9999991,1,1,1
musk.arff,0.9999104,1,0.9967848,0.9995098,0.9995098,1,0.5520632,0.9441353,0.9995098,1,1,1
newton_hema.arff,0.7653062,0.82449,0.6877551,0.8387755,0.6540817,0.8469387,0.8469388,0.82449,0.8091836,0.8367347,0.7642857,0.7428571
no2.arff,0.6202615,0.5812279,0.5690641,0.5970636,0.6359385,0.6084374,0.5913182,0.5802677,0.6061753,0.7098867,0.5687372,0.5743462
nursery.arff,1,1,1,1,1,1,1,1,1,1,1,1
oil_spill.arff,0.845053,0.5,0.7088389,0.5525546,0.7088389,0.8544787,0.8427154,0.8063702,0.7795411,0.9505025,0.6910798,0.6088826
optdigits.arff,0.9746598,0.8764316,0.9903997,0.9434487,0.9520317,0.9974568,0.9927555,0.9764375,0.9572866,0.9988945,0.9661644,0.960396
OVA_Breast.arff,0.9598405,0.9554579,0.9023915,0.8920852,0.9341139,0.9497207,0.713497,0.9568773,0.9364556,0.976503,0.9477625,0.9468592
OVA_Endometrium.arff,0.9514973,0.5,0.7299177,0.6994554,0.6605546,0.8294609,0.7421524,0.8548133,0.6581421,0.9475442,0.7073678,0.6825402
OVA_Ovary.arff,0.9340193,0.6035034,0.6867742,0.7931732,0.8377726,0.8286816,0.6544569,0.8402083,0.865883,0.9489727,0.7802189,0.7987311
OVA_Uterus.arff,0.9040778,0.5,0.7475253,0.6748552,0.7549043,0.8361675,0.7422061,0.8525215,0.7855047,0.9399473,0.7765407,0.7755135
page-blocks.arff,0.9551899,0.7332345,0.8801582,0.9568186,0.9233798,0.9413122,0.8798674,0.9302682,0.9680742,0.9907508,0.7950131,0.7077856
pasture.arff,0.9666667,0.9,0.7666667,0.8666666,0.7833333,0.875,0.9333334,0.9,0.6916666,0.9666667,0.8416667,0.8166667
pbc.arff,0.7769133,0.7721712,0.6033181,0.7097954,0.6545069,0.7935418,0.7655605,0.771256,0.665853,0.7653954,0.7177917,0.6976545
pbcseq.arff,0.7533598,0.5579101,0.7151536,0.7156589,0.7278449,0.661156,0.6416255,0.7559705,0.5559016,0.7474189,0.6704818,0.6745739
pc1.arff,0.8068433,0.5,0.7416168,0.637758,0.587456,0.8124428,0.7252521,0.7120908,0.7677326,0.8661929,0.5115338,0.4995192
pc1_req.arff,0.6365152,0.5140909,0.6466885,0.5936256,0.529827,0.6418721,0.652803,0.5967424,0.6161148,0.6409632,0.5553897,0.5045455
pc2.arff,0.8495818,0.4808016,0.8526655,0.4994604,0.5491916,0.7897826,0.8115949,0.8211128,0.5111511,0.8114087,0.5,0.5
pc3.arff,0.7886595,0.5,0.6430427,0.6060826,0.5361854,0.8230007,0.8011982,0.7683355,0.6944851,0.8418968,0.5,0.5
pc4.arff,0.9141813,0.5119485,0.715186,0.7843417,0.726367,0.9165059,0.8705933,0.8387816,0.8918645,0.9447214,0.6486086,0.5637613
pendigits.arff,0.9896324,0.9633601,0.99628,0.9702132,0.9826971,0.9992331,0.9990111,0.9888173,0.9815547,0.9997337,0.983099,0.9844768
pharynx.arff,0.8196599,0.8400184,0.6477392,0.7860118,0.7782737,0.8259501,0.8734833,0.8400184,0.5,0.8015109,0.7905221,0.8291665
plasma_retinol.arff,0.6185978,0.5228938,0.54287,0.5144207,0.5365875,0.5694718,0.5462118,0.5266935,0.5417332,0.5597969,0.5467852,0.5243381
pm10.arff,0.5784602,0.5303425,0.5676539,0.5576249,0.5280405,0.4798382,0.4822593,0.5227436,0.529013,0.6604403,0.5105833,0.4859872
pol.arff,0.9150703,0.9245364,0.9670599,0.9859018,0.9729513,0.9407944,0.9262829,0.8827353,0.9928585,0.9990898,0.8807822,0.8817941
pollen.arff,0.5057427,0.5055952,0.4887994,0.4992134,0.4892042,0.4878928,0.4891261,0.4882147,0.502325,0.4877151,0.4857595,0.4871708
pollution.arff,0.8333334,0.8555556,0.7125,0.7416667,0.7263888,0.736111,0.8527778,0.8666667,0.8,0.9111111,0.8208332,0.8041666
postoperative-patient-data.arff,0.3095238,0.5,0.3952381,0.4928571,0.5,0.3531747,0.3055554,0.4420635,0.4972222,0.4634923,0.4845238,0.4845238
primary-tumor.arff,0.8828215,0.8845898,0.8093986,0.7745001,0.7270961,0.8532125,0.8849625,0.8877148,0.7720952,0.8722234,0.7646088,0.754032
prnn_fglass.arff,0.7905564,0.5,0.7767857,0.7763491,0.736352,0.7168662,0.6164737,0.7033457,0.7112,0.8953838,0.4955358,0.5
prnn_synth.arff,0.9397436,0.9384616,0.8628204,0.8432691,0.8541666,0.9397436,0.9346154,0.9391025,0.8804487,0.9105771,0.8477564,0.8596153
profb.arff,0.6391195,0.5,0.4102658,0.5661946,0.4102658,0.7716315,0.7356631,0.6585375,0.5223167,0.5615657,0.6951944,0.6391074
puma32H.arff,0.6565301,0.8510044,0.5583824,0.8778907,0.8921872,0.6666082,0.6711577,0.6672579,0.9269853,0.9481354,0.636419,0.651156
puma8NH.arff,0.8285119,0.8602166,0.7369249,0.8731134,0.850273,0.8557711,0.8557882,0.8564747,0.8755709,0.9076329,0.8217785,0.8272753
pwLinear.arff,0.9202828,0.9378384,0.8689899,0.8780151,0.8642727,0.9367879,0.9398384,0.7871314,0.8717222,0.9548939,0.8651515,0.855606
pyrim.arff,0.9329167,0.8616665,0.8858332,0.8245834,0.8233333,0.94625,0.9504166,0.8783333,0.8562501,0.9541666,0.9149999,0.9216666
quake.arff,0.5082499,0.5078683,0.5123727,0.5,0.5233521,0.5277524,0.5364893,0.5183889,0.4999071,0.5211442,0.5,0.5
rabe_131.arff,0.9833333,1,0.8583333,0.975,0.975,0.975,1,1,0.975,1,0.9499999,0.9666666
rabe_148.arff,1,0.9777778,0.9583333,0.9583333,0.9458333,0.9888889,0.9888889,1,0.9333333,0.9888889,0.9375,0.9416667
rabe_166.arff,0.975,1,0.975,0.975,0.975,1,1,1,0.95,1,0.9333333,0.9333333
rabe_176.arff,0.5999999,0.6916666,0.5958333,0.6708335,0.6375001,0.6583334,0.7,0.6916666,0.6083334,0.5833334,0.6833333,0.6625001
rabe_265.arff,0.7777778,0.6833333,0.6999999,0.5749999,0.7333333,0.6944445,0.7666667,0.7111111,0.55,0.7722223,0.6749999,0.6916667
rabe_266.arff,0.9819444,0.9776984,0.960992,0.9206746,0.9472224,0.9804763,0.983254,0.9776984,0.909127,0.9944444,0.9411904,0.9495237
rabe_97.arff,0.9666667,0.95,0.925,0.9833333,0.9083333,1,0.9833333,0.95,0.7916666,1,0.8999999,0.8499999
rmftsa_ctoarrivals.arff,0.9173245,0.9891477,0.9420522,0.9449164,0.9243147,0.9947293,0.988018,0.9891477,0.9724849,0.9900401,0.9377105,0.93129
rmftsa_ladata.arff,0.9292362,0.8620364,0.8528934,0.8681292,0.8846068,0.9576728,0.9495772,0.9196807,0.9037229,0.9587671,0.8886134,0.8621896
rmftsa_sleepdata.arff,0.7670207,0.7662054,0.7676084,0.7861757,0.7419691,0.7794907,0.773889,0.7659907,0.7853621,0.7794544,0.6890211,0.6871547
scene.arff,0.87516,0.5,0.915657,0.9789053,0.8681893,0.9487653,0.9814592,0.8439374,0.9563697,0.9547697,0.9578782,0.9698729
schizo.arff,0.634918,0.5938257,0.6088847,0.8915765,0.8626243,0.619865,0.6504193,0.5920931,0.8401118,0.8719976,0.6184843,0.5886437
schlvote.arff,0.7166667,0.4833334,0.4833333,0.7,0.6833333,0.9,0.8,0.4333332,0.5583333,0.7333333,0.55,0.5
segment.arff,0.9988292,0.5,0.9946129,0.9849709,0.9846954,0.9999847,0.9990512,0.986838,0.9868457,0.9998622,0.9921716,0.9904039
sensory.arff,0.6474167,0.6482564,0.6429442,0.72769,0.6918448,0.6526818,0.6353593,0.6482564,0.7046955,0.7228646,0.6103962,0.6185291
servo.arff,0.9567309,0.9576924,0.9772435,0.953846,0.953846,0.9766025,0.9891025,0.9576924,0.9570512,0.9852564,0.9179486,0.9102563
shuttle-landing-control.arff,0.05,0.1,0,0.05,0.05,0.05,0.1,0.1,0.05,0.05,0.05,0.05
sick.arff,0.9791884,0.5340661,0.8087413,0.9494568,0.9519771,0.9422427,0.9434364,0.9252424,0.969867,0.9974323,0.7616444,0.5
sleep.arff,0.7041667,0.8097222,0.6958333,0.7541666,0.7138889,0.6736112,0.6833334,0.8097222,0.7555556,0.6541667,0.6791666,0.6375001
sleuth_case1102.arff,0.4,0.5,0.375,0.45,0.45,0.55,0.425,0.2,0.525,0.325,0.375,0.4
sleuth_case1201.arff,0.9416667,0.9833333,0.8833333,0.8833333,0.9,0.8666666,1,0.9833333,0.5,0.9666666,0.925,0.925
sleuth_case1202.arff,0.8504166,0.8813888,0.8108334,0.8745834,0.8725001,0.9130556,0.8858334,0.8855555,0.8691667,0.8566665,0.8158335,0.7950001
sleuth_case2002.arff,0.7381801,0.7132653,0.5636053,0.6738945,0.7145832,0.7242772,0.6862669,0.7096939,0.719175,0.6863095,0.6452381,0.6544642
sleuth_ex1221.arff,0.8916667,0.7083333,0.85,0.8416666,0.8833333,0.875,0.9416666,0.7083333,0.5,0.8833333,0.8916666,0.8916666
sleuth_ex1605.arff,0.8375,0.8055557,0.7624997,0.7388888,0.7347222,0.8972223,0.888889,0.7944446,0.8124999,0.8194446,0.8041665,0.7541665
sleuth_ex1714.arff,0.9333334,0.9333333,0.8166667,0.8916667,0.8666666,0.8333333,0.8916667,0.9333333,0.8249999,0.9416666,0.75,0.775
sleuth_ex2015.arff,0.6611112,0.788889,0.5666666,0.6333334,0.5666666,0.8000002,0.8222223,0.8000001,0.611111,0.677778,0.7166667,0.7833331
sleuth_ex2016.arff,0.7266667,0.7744445,0.7725,0.6072222,0.7725,0.8316667,0.83,0.79,0.6541666,0.8252778,0.7208333,0.7391667
